Doctor Identifier,Risk
632680711,0.7412767807182323
897965922,0.7173045067883983
812658560,0.7115794913596662
519279060,0.7006575958740786
638527209,0.6970598806259805
416418956,0.694074175084431
620381488,0.6809442698348676
695755873,0.6146675691362482
413858941,0.5977673075641547
323129040,0.5955561648251386
447566257,0.5822944624594051
736146844,0.5757748048679598
519563023,0.574015105075647
860507991,0.5725614340686036
500046390,0.5635144694363703
511762296,0.5620117178994732
238117243,0.5592201750877379
315627700,0.5538703024786606
256982322,0.5510006505164213
701451689,0.5490432941941279
977364811,0.5472059801535103
741235680,0.5427239891130959
707877284,0.5393053348533776
155708439,0.539126604656774
443482352,0.536884173250419
655153237,0.5359135065163425
962363955,0.535521770563788
923614890,0.5318110158344389
672258942,0.5306469674892345
332789281,0.526809107244885
556354695,0.5267775858983264
877893674,0.5246271864913883
458656051,0.523121460298503
799829807,0.5210049626009621
601375695,0.5200448838254967
655910735,0.5196075290429825
326734543,0.5187086644214478
134004941,0.5161263544621111
819948934,0.5155253512586917
442186740,0.5141904282840404
380975117,0.513839267042604
815329225,0.5135398565111622
669246737,0.5094140488906529
608583955,0.5078674804326653
927365909,0.5049671183307094
786717619,0.504757469294443
123476319,0.5036107887588877
154979378,0.503336801797678
917139724,0.49850737349643204
476688647,0.4979590237292424
131831802,0.4968632164041633
430615724,0.49605656299270784
644818133,0.49364987285431994
959135254,0.4925360562268466
322983390,0.49209368513231944
296823673,0.49199584360216875
899399353,0.49124547270529817
506058815,0.4909709917392142
945516127,0.49003142600040306
938563476,0.4892486508435212
248021783,0.4879724382491002
337312284,0.48750883435090664
516517167,0.4838147920856528
521050915,0.48091161617629297
613868590,0.4799608805102924
823330633,0.479326311101854
632945681,0.47816408501117813
569108189,0.4761567069214383
758358682,0.4738895540847299
436331892,0.4718543726369031
378471695,0.47182342554262036
433674595,0.47062088044643424
447029116,0.46768237590167594
539741288,0.4666499443684753
877575576,0.46473976434854336
286710482,0.46169429463469847
389983437,0.4594697906040359
185395590,0.4587773007149831
291981023,0.45661429100045225
872764589,0.45554167670332113
727841245,0.4529611380846834
699264993,0.45238710365048007
389394192,0.4471414335277757
621489860,0.44666402026590823
219687263,0.4465341869368835
182094869,0.44448287101950257
463586837,0.44290211197395557
446141771,0.4426147493864896
329237011,0.44193990264002636
449452337,0.4414382686839211
977358864,0.4406770994793927
173378898,0.4366670591548836
971707345,0.4366234008398049
311384112,0.43658743413398504
635425733,0.4362290790204941
379076079,0.435823234977752
562648498,0.4354965968622615
943324413,0.4335601214982052
649085273,0.4304566468944042
102662390,0.43023738813723966
898080437,0.4300851025705068
359396106,0.4299749487543689
920828197,0.4295625146122095
289113252,0.4252302424840586
357364443,0.4217407176882517
869513792,0.42024644800731714
108942506,0.4186519773781292
672630399,0.41798954673431865
756320322,0.4173265754544033
342570737,0.4171611754602935
898871056,0.4145647484211299
620945376,0.4133521973383072
104990824,0.4130130000618788
519686410,0.41182291788428493
139301362,0.4114389460039316
516307286,0.41123380069572235
584327320,0.40999331228253233
754715924,0.40863480571368704
759671462,0.4075877874312841
110855565,0.4073506042662238
920006261,0.4073089325926631
998530672,0.4068801133661779
311794953,0.40596307873408044
885083191,0.4058930543127044
256642452,0.4057616816877516
318127197,0.4052084992758598
255934047,0.4049083095614332
705701936,0.40476225622902895
687001922,0.4034209671019475
590531344,0.4026453281576252
470097278,0.4026239303832977
327223717,0.39936256612864796
695479203,0.3985137529263323
876487806,0.3969733059719207
555790961,0.3958878936740664
904336522,0.3955347839742842
213556234,0.39320638230749516
882249709,0.39230425131329305
620702752,0.3912213552421129
852827597,0.3891262123903818
651832587,0.3889053037136314
718043437,0.3882041282325872
565864653,0.3876312504210002
465224174,0.3869275704744286
527909155,0.3864219740018253
545243422,0.3862812190296392
960448363,0.3862490137903265
972617291,0.3853882445050285
262616232,0.3846194035187871
615485581,0.38415821358150737
804271074,0.3837005704335379
525862775,0.38344186495275423
836897284,0.38342899387571805
699002816,0.3831680575923091
488090728,0.3829749039765602
730120154,0.3816204801502838
928013703,0.3814735710027648
512333436,0.3790741694644666
485363839,0.3787327368475104
848068290,0.3778072814692983
966632705,0.377629919258645
884899821,0.37638993816234745
111880828,0.3757590669497528
505523609,0.3734334275524791
675368157,0.3728394498901917
251547211,0.37282865824269074
696650056,0.37244824284635847
978661901,0.3719227784632402
222852323,0.3718845393585717
587268010,0.3718144638266523
966696459,0.37177557142768336
532014181,0.371077722419086
147211289,0.3709099669724978
554387797,0.3703372177463624
793885421,0.370215846482953
426671789,0.3702084692180332
532798281,0.36987361674691677
367943816,0.36976836410405767
924482710,0.36965959811572624
467839941,0.3694892172386517
996432392,0.36935570825565556
124579762,0.36924243284514446
452963087,0.3692219653284621
775746518,0.36902924826697436
372940184,0.3685422703881702
392042976,0.3683734375142116
217786253,0.36783189088113133
630924744,0.36726411292608674
361403860,0.3671072361277936
202476962,0.3670939030321083
874922591,0.3670286127423328
722637151,0.36685747675365654
940917541,0.36673846514477937
132230959,0.36618330187574344
342928845,0.3658357198195752
705716757,0.36578538842127273
265135687,0.3656495437544951
745354019,0.3652478571083986
783889224,0.3651926554374789
790530182,0.36478658213666293
366607024,0.36438557895348467
398378021,0.3643854502092161
314545020,0.3641674081966375
305614217,0.3638968393374853
215632719,0.3638528980392106
598699874,0.3637327303388407
582655734,0.3637244574035918
488727456,0.3636735848107602
261810621,0.36333118539264575
262825807,0.3625253257975771
902227528,0.3622518965932233
863455332,0.3616701433773848
603961795,0.36162903048312245
293763208,0.3613538094155686
161998233,0.3609533062391588
964033305,0.3606650291850215
413438584,0.360297926397557
210116019,0.3601314908694562
101386523,0.35968172071647864
729859739,0.35962837548950866
515120051,0.35941334691677085
471468701,0.35918855505516945
150811046,0.35910365031975644
964525320,0.3580634433703729
332103745,0.35803453253380546
732675711,0.35750553791149287
701016572,0.35706732999086555
616371814,0.35642890744047406
530850665,0.35631499131037536
705758027,0.3562997630986491
526163776,0.3561293604570537
721079685,0.3560876801657198
171650395,0.35563393018406764
821664535,0.3556153337115191
346339165,0.3554482005775039
633502259,0.35536483267963703
412759532,0.35524408644074157
920179319,0.35489932284200876
473925079,0.3548122594535137
756952492,0.3545756942793421
263427439,0.35442169346085706
852915600,0.3542757556660572
797904467,0.3541774360128116
585558347,0.35408814285829315
754010009,0.3540155376744476
910504395,0.3539682331134415
199397142,0.3539172733269975
866748388,0.35381237906818086
626205145,0.35380981181355686
868638072,0.35377392845085964
205601750,0.35359590219591475
923810075,0.35340093032064424
162494200,0.353285875480033
282855099,0.3530312370491959
592888984,0.3528697564292784
308321433,0.3528476918362582
861996814,0.3525668489811675
732043158,0.3525585251248504
496437071,0.352487713656334
710099044,0.3523395931467732
880161660,0.35232373057111666
525502448,0.3519541911182653
988484170,0.35191418320195567
601281864,0.35126914905590567
203674257,0.35119870452360047
700896185,0.3510161559763194
926054242,0.3507026539063638
920072342,0.3506807149005997
809698072,0.35067107180131885
458673998,0.35064740426882146
579326807,0.3504191318157055
677491766,0.3503124781136773
819485655,0.3497614072433741
406761519,0.3494632108360314
731468910,0.3494453461363225
817165616,0.3491785324357082
549367489,0.3489967736008346
504856589,0.3488982586432794
396993810,0.3487971654792652
520579966,0.348747317726847
778748797,0.3487420403859982
259389962,0.34862276806606474
129098209,0.3485700407032546
435255984,0.3484528016551032
665845151,0.3484528016551032
450781386,0.34839236143049135
298379717,0.348314512111644
665026666,0.3480133562084191
622679776,0.34797330143074134
171463015,0.3478785703305949
546122726,0.34773682883194823
732732636,0.3475991919845729
443933419,0.3474857260314064
769164265,0.347480729070746
609349814,0.347327178410211
117244685,0.34729794169798645
208996775,0.34727621665946273
942495447,0.34727547956670257
455856235,0.347271283295564
442376905,0.34722661740019944
674721667,0.34719466746335215
756021805,0.34707733764820325
536916950,0.34675429148297354
989538445,0.34671928918788986
456606959,0.34664348072715967
569594725,0.346488910175788
196384929,0.34641151808857984
745464450,0.3463427649131834
373421344,0.3459676417266788
454350661,0.34592697273340534
996695807,0.3458512341272968
393421104,0.3458430507273498
392760855,0.34545314863042087
538854996,0.34542397452054097
109113778,0.3453552040601924
372940972,0.34493329969297903
977204643,0.3448204524796967
917621699,0.34481927849212646
572376478,0.3447006160211039
233932589,0.34453321226485656
499917811,0.34446764428234466
