Doctor Identifier,Risk
384220740,35.162108416297286
380670093,34.81261340686073
188168150,16.26392317726303
817673436,3.4580096479297944
922496134,1.8959834365273835
632680711,0.4218007036670385
638527209,0.41983337121551234
519279060,0.4003265216991643
812658560,0.3752441971072002
897965922,0.3708057471311038
416418956,0.34756229022368046
620381488,0.2925284622932754
215908907,0.2803952313262224
695755873,0.2785297989209096
145726871,0.2234997247602241
413858941,0.22278021570941298
736146844,0.20657789869472284
447566257,0.19934682700962528
102662390,0.19727581374344447
860507991,0.18261763249212382
323129040,0.16952520936022072
923614890,0.16878312011081992
506274389,0.1521209337477977
707877284,0.147346070497743
443482352,0.13844086625992036
917139724,0.13807988779278013
238117243,0.135461832634862
442186740,0.13214758556439166
134004941,0.11983954014745385
337312284,0.11664488246227316
819948934,0.11097747977907092
123476319,0.10822497166130142
219687263,0.099110283788321
506058815,0.09384804513251732
185395590,0.09004078861960436
823330633,0.0814082368982052
256982322,0.0807677732580442
433674595,0.07843386357215709
359396106,0.07832893323385952
519563023,0.07530542533888898
500046390,0.07414588416036368
877575576,0.07217062695751901
182094869,0.06871864249279296
380975117,0.06476477829192301
311384112,0.06460919004800322
962363955,0.06301562907255179
741235680,0.06298719323274397
538697071,0.06274777221884692
569108189,0.06240496477374192
289113252,0.06225534667874485
446141771,0.06216370531942016
635425733,0.061721224355313596
389394192,0.061608968084289034
898871056,0.06128474472767101
943261943,0.06099316179376874
971707345,0.06091522409792113
511762296,0.05981546749212384
311794953,0.0578073731157919
601375695,0.05673075111809281
754715924,0.056532466145335275
463586837,0.05643202407376672
920006261,0.05577121257040714
649085273,0.05560585250123744
315627700,0.05480662207408218
676972215,0.054796782544691065
877893674,0.054018208591892956
655153237,0.05398092137249811
904336522,0.05317121778330171
799829807,0.05283686924006931
815329225,0.05282852178982988
687001922,0.05225450590790764
458656051,0.05209695298716781
154979378,0.05207480198262982
701451689,0.051788908595769144
155708439,0.05077561930503791
430615724,0.05057062062308849
332789281,0.050485824629593536
756320322,0.050444284606878595
110855565,0.05026094830283264
326734543,0.04988726748883549
977364811,0.04988197018834583
672258942,0.04877096864883341
357364443,0.04863593325513319
727841245,0.04800927216559537
669246737,0.047675513511937335
470097278,0.04699443433289393
615485581,0.04641024107624145
608583955,0.04601045293523964
305614217,0.0457094989773084
562648498,0.04562981612930071
447029116,0.04532767335320431
519686410,0.045005186424439556
248021783,0.044593215778336345
804271074,0.04447747068815461
131831802,0.04437572689152252
938563476,0.044331589214587554
759671462,0.04425196324270913
108942506,0.044207354306969635
556354695,0.043801754272829355
389983437,0.043785981364371236
924482710,0.04347203635727514
527909155,0.0433481126318035
613868590,0.04292593908807837
786717619,0.042495921487300234
836897284,0.04241960870044049
705701936,0.041901525543715
293763208,0.04164645180463121
378471695,0.04133917479984594
632945681,0.04119305208829352
977358864,0.040976048904362024
436331892,0.0409165284886946
699002816,0.04086371009151059
899399353,0.04075442806598433
966696459,0.04049645954823767
296823673,0.04020472007830166
587268010,0.04018512200397836
322983390,0.040142722203270975
972617291,0.04010791119506708
902227528,0.03997932461054637
620945376,0.03991501385322412
111880828,0.03929617582864809
882249709,0.03905762586877828
927365909,0.038918571644712706
251547211,0.038908671488255005
521050915,0.03890033719755818
286710482,0.03888005868112293
718043437,0.03880095067943961
945516127,0.03858336881049169
150811046,0.03849238184710852
959135254,0.03820185976599562
124579762,0.03805029601932194
539741288,0.037801880337588877
928013703,0.03772078903516944
966632705,0.03765166474160019
582655734,0.03721953489900657
852915600,0.036990709623740174
793885421,0.03682673913473967
655910735,0.036628623189163344
392042976,0.036613963734957365
452963087,0.03587361463092624
342570737,0.035748954503901635
299187822,0.03569121549718251
701016572,0.03568233189974897
372940184,0.035587728945951844
516517167,0.035417013260151904
603961795,0.03541127571678666
621489860,0.03535447927587179
449452337,0.03520654982289151
361403860,0.035075005409862435
532014181,0.0350598421016927
308321433,0.03501081962814383
496437071,0.035007985112966974
379076079,0.034341960465573244
202476962,0.03379825331449093
565864653,0.03372984189695442
978661901,0.03366646876834157
633502259,0.03357424185353005
173378898,0.03354059473790867
940917541,0.033507811142654144
745354019,0.0331808262048558
217786253,0.03313074274230747
476688647,0.03308448514887599
256642452,0.03304026391611134
262616232,0.03292936231148051
372940972,0.03278386674123498
412759532,0.03271057721748951
852827597,0.032648700792518144
255934047,0.03260801022930101
592888984,0.03259496082625117
259389962,0.03256431108194493
722637151,0.03255937386186085
872764589,0.03231110298533015
367943816,0.032101225945749455
380383854,0.03199305834513235
775746518,0.03188730425665379
208996775,0.03183367297636396
413438584,0.03170041341717725
898080437,0.031694769732893514
104990824,0.03168367783234972
705716757,0.03154254847736184
884899821,0.03136544459895242
996432392,0.031211738022585252
729859739,0.031067884744823925
964033305,0.031052050950953803
526163776,0.030902650664224478
730120154,0.03086646384346505
866340367,0.030775968082973615
732675711,0.03077177630700023
505523609,0.030645024998769387
171463015,0.030608443576111248
630924744,0.030597342406493828
790530182,0.030508386363775893
731468910,0.030487768826349564
832084592,0.030474358780798065
193323726,0.03013626997452318
650454598,0.030089969175490925
488090728,0.030024285373817225
332103745,0.030004738170617024
721079685,0.029995839432424457
488727456,0.029884108902216888
708487324,0.02973640827458782
582997440,0.02970397096264195
920828197,0.029685460586070727
554387797,0.029624007099594684
130950711,0.02961758248384242
520499193,0.029547699493982612
291981023,0.02949597567484826
103478568,0.02949484752963608
750404084,0.029471390889204595
792635703,0.029433664956035197
343121394,0.029424942516818257
366607024,0.02928728102124775
585558347,0.029240084111287094
525502448,0.029204761539302133
467839941,0.029200790583281264
920055545,0.02919440549185938
213556234,0.029114196897058423
406761519,0.028986111048247876
696650056,0.02894852099771948
549367489,0.02879451080933777
262825807,0.028741925446912914
226341734,0.028572066001834307
473925079,0.0284177561431297
996287060,0.02833694637652783
644818133,0.028318419925774305
139297207,0.028297792383667433
567845210,0.028277542903845872
199397142,0.02827094393646988
132230959,0.028230861105843174
672630399,0.028215275537647484
555790961,0.028160601771745127
393421104,0.02809433287134807
228444488,0.027904869368778024
783889224,0.027899329189457974
817165616,0.02786439901325062
516307286,0.0276536187151846
874922591,0.027588662625110016
424166224,0.027556462810156515
308360447,0.027555812568974696
960448363,0.027396337572863885
651832587,0.027395749713640127
210116019,0.02739005721341376
476150919,0.027387185159740604
485363839,0.027267589313226426
222852323,0.027153282012715236
515120051,0.02715326418757212
769164265,0.027101298265579974
543301529,0.027019900705692334
819485655,0.027001695619214262
265135687,0.026980978326943763
211678058,0.026956626218310468
428708867,0.026861240532729088
233751197,0.026838915867810093
983736671,0.02682212328324382
964525320,0.026604641435366356
438113113,0.026260477548521958
609349814,0.026253604293510337
926054242,0.026213217114269143
584327320,0.02617789685300319
821664535,0.026085304292809336
349039834,0.026084264028350224
370700995,0.026045405228866607
752561614,0.02600772870509443
579326807,0.025898973777365338
405027638,0.025883892977497516
398415278,0.025872223953639372
327223717,0.02581900218154585
710099044,0.02581521444002973
781168401,0.02580662862716777
119406146,0.025762910054768308
130596106,0.025753399096080928
769879928,0.025743994338831948
373421344,0.025666735712854983
387423629,0.025595341999346637
699264993,0.025554560510879263
